HourOfYear,Date,StartTime,dhw,hdd,heating,predicted
4070,19-Jun,13:00,2.0,0,0.0,2.0
4071,19-Jun,14:00,2.0,0,0.0,2.0
4072,19-Jun,15:00,0.0,0,0.0,0.0
4073,19-Jun,16:00,1.0,0,0.0,1.0
4074,19-Jun,17:00,2.0,0,0.0,2.0
4075,19-Jun,18:00,0.0,0,0.0,0.0
4076,19-Jun,19:00,0.0,0,0.0,0.0
4077,19-Jun,20:00,0.0,0,0.0,0.0
4078,19-Jun,21:00,0.0,0,0.0,0.0
4079,19-Jun,22:00,0.0,0,0.0,0.0
4080,19-Jun,23:00,0.0,0,0.0,0.0
4081,20-Jun,00:00,0.0,0,0.0,0.0
4082,20-Jun,01:00,0.0,0,0.0,0.0
4083,20-Jun,02:00,0.0,0,0.0,0.0
4084,20-Jun,03:00,0.0,0,0.0,0.0
4085,20-Jun,04:00,0.0,0,0.0,0.0
4086,20-Jun,05:00,0.0,0,0.0,0.0
4087,20-Jun,06:00,0.0,0,0.0,0.0
4088,20-Jun,07:00,0.0,0,0.0,0.0
4089,20-Jun,08:00,1.0,0,0.0,1.0
4090,20-Jun,09:00,2.0,0,0.0,2.0
4091,20-Jun,10:00,0.0,0,0.0,0.0
4092,20-Jun,11:00,3.0,0,0.0,3.0
4093,20-Jun,12:00,3.0,0,0.0,3.0
4094,20-Jun,13:00,0.0,0,0.0,0.0
4095,20-Jun,14:00,0.0,0,0.0,0.0
4096,20-Jun,15:00,3.0,0,0.0,3.0
4097,20-Jun,16:00,2.0,0,0.0,2.0
4098,20-Jun,17:00,3.0,0,0.0,3.0
4099,20-Jun,18:00,0.0,0,0.0,0.0
4100,20-Jun,19:00,0.0,0,0.0,0.0
4101,20-Jun,20:00,0.0,0,0.0,0.0
4102,20-Jun,21:00,0.0,0,0.0,0.0
4103,20-Jun,22:00,0.0,0,0.0,0.0
4104,20-Jun,23:00,0.0,0,0.0,0.0
4105,21-Jun,00:00,0.0,0,0.0,0.0
4106,21-Jun,01:00,0.0,0,0.0,0.0
4107,21-Jun,02:00,0.0,0,0.0,0.0
4108,21-Jun,03:00,0.0,0,0.0,0.0
4109,21-Jun,04:00,0.0,0,0.0,0.0
4110,21-Jun,05:00,0.0,0,0.0,0.0
4111,21-Jun,06:00,0.0,0,0.0,0.0
4112,21-Jun,07:00,0.0,0,0.0,0.0
4113,21-Jun,08:00,1.0,0,0.0,1.0
4114,21-Jun,09:00,0.0,0,0.0,0.0
4115,21-Jun,10:00,3.0,0,0.0,3.0
4116,21-Jun,11:00,2.0,0,0.0,2.0
4117,21-Jun,12:00,0.0,0,0.0,0.0
4118,21-Jun,13:00,1.0,0,0.0,1.0
4119,21-Jun,14:00,0.0,0,0.0,0.0
4120,21-Jun,15:00,0.0,0,0.0,0.0
4121,21-Jun,16:00,0.0,0,0.0,0.0
4122,21-Jun,17:00,0.0,0,0.0,0.0
4123,21-Jun,18:00,0.0,0,0.0,0.0
4124,21-Jun,19:00,0.0,0,0.0,0.0
4125,21-Jun,20:00,0.0,0,0.0,0.0
4126,21-Jun,21:00,0.0,0,0.0,0.0
4127,21-Jun,22:00,0.0,0,0.0,0.0
4128,21-Jun,23:00,0.0,0,0.0,0.0
4129,22-Jun,00:00,0.0,0,0.0,0.0
4130,22-Jun,01:00,0.0,0,0.0,0.0
4131,22-Jun,02:00,0.0,0,0.0,0.0
4132,22-Jun,03:00,0.0,0,0.0,0.0
4133,22-Jun,04:00,0.0,0,0.0,0.0
4134,22-Jun,05:00,0.0,0,0.0,0.0
4135,22-Jun,06:00,0.0,0,0.0,0.0
4136,22-Jun,07:00,0.0,0,0.0,0.0
4137,22-Jun,08:00,1.0,0,0.0,1.0
4138,22-Jun,09:00,1.0,0,0.0,1.0
4139,22-Jun,10:00,0.0,0,0.0,0.0
4140,22-Jun,11:00,1.0,0,0.0,1.0
4141,22-Jun,12:00,0.0,0,0.0,0.0
4142,22-Jun,13:00,0.0,0,0.0,0.0
4143,22-Jun,14:00,0.0,0,0.0,0.0
4144,22-Jun,15:00,0.0,0,0.0,0.0
4145,22-Jun,16:00,0.0,0,0.0,0.0
4146,22-Jun,17:00,0.0,0,0.0,0.0
4147,22-Jun,18:00,0.0,0,0.0,0.0
4148,22-Jun,19:00,0.0,0,0.0,0.0
4149,22-Jun,20:00,0.0,0,0.0,0.0
4150,22-Jun,21:00,0.0,0,0.0,0.0
4151,22-Jun,22:00,0.0,0,0.0,0.0
4152,22-Jun,23:00,0.0,0,0.0,0.0
4153,23-Jun,00:00,0.0,0,0.0,0.0
4154,23-Jun,01:00,0.0,0,0.0,0.0
4155,23-Jun,02:00,0.0,0,0.0,0.0
4156,23-Jun,03:00,0.0,0,0.0,0.0
4157,23-Jun,04:00,0.0,0,0.0,0.0
4158,23-Jun,05:00,0.0,0,0.0,0.0
4159,23-Jun,06:00,0.0,0,0.0,0.0
4160,23-Jun,07:00,1.0,0,0.0,1.0
4161,23-Jun,08:00,1.0,0,0.0,1.0
4162,23-Jun,09:00,0.0,0,0.0,0.0
4163,23-Jun,10:00,0.0,0,0.0,0.0
4164,23-Jun,11:00,0.0,0,0.0,0.0
4165,23-Jun,12:00,1.0,0,0.0,1.0
4166,23-Jun,13:00,2.0,0,0.0,2.0
4167,23-Jun,14:00,1.0,0,0.0,1.0
4168,23-Jun,15:00,0.0,0,0.0,0.0
4169,23-Jun,16:00,1.0,0,0.0,1.0
4170,23-Jun,17:00,0.0,0,0.0,0.0
4171,23-Jun,18:00,0.0,0,0.0,0.0
4172,23-Jun,19:00,0.0,0,0.0,0.0
4173,23-Jun,20:00,0.0,0,0.0,0.0
4174,23-Jun,21:00,0.0,0,0.0,0.0
4175,23-Jun,22:00,0.0,0,0.0,0.0
4176,23-Jun,23:00,0.0,0,0.0,0.0
4177,24-Jun,00:00,0.0,0,0.0,0.0
4178,24-Jun,01:00,0.0,0,0.0,0.0
4179,24-Jun,02:00,0.0,0,0.0,0.0
4180,24-Jun,03:00,0.0,0,0.0,0.0
4181,24-Jun,04:00,0.0,0,0.0,0.0
4182,24-Jun,05:00,0.0,0,0.0,0.0
4183,24-Jun,06:00,0.0,0,0.0,0.0
4184,24-Jun,07:00,0.0,0,0.0,0.0
4185,24-Jun,08:00,0.0,0,0.0,0.0
4186,24-Jun,09:00,0.0,0,0.0,0.0
4187,24-Jun,10:00,0.0,0,0.0,0.0
4188,24-Jun,11:00,0.0,0,0.0,0.0
4189,24-Jun,12:00,0.0,0,0.0,0.0
4190,24-Jun,13:00,0.0,0,0.0,0.0
4191,24-Jun,14:00,0.0,0,0.0,0.0
4192,24-Jun,15:00,0.0,0,0.0,0.0
4193,24-Jun,16:00,0.0,0,0.0,0.0
4194,24-Jun,17:00,0.0,0,0.0,0.0
4195,24-Jun,18:00,0.0,0,0.0,0.0
4196,24-Jun,19:00,0.0,0,0.0,0.0
4197,24-Jun,20:00,0.0,0,0.0,0.0
4198,24-Jun,21:00,0.0,0,0.0,0.0
4199,24-Jun,22:00,0.0,0,0.0,0.0
4200,24-Jun,23:00,0.0,0,0.0,0.0
4201,25-Jun,00:00,0.0,0,0.0,0.0
4202,25-Jun,01:00,0.0,0,0.0,0.0
4203,25-Jun,02:00,0.0,0,0.0,0.0
4204,25-Jun,03:00,0.0,0,0.0,0.0
4205,25-Jun,04:00,0.0,0,0.0,0.0
4206,25-Jun,05:00,0.0,0,0.0,0.0
4207,25-Jun,06:00,0.0,0,0.0,0.0
4208,25-Jun,07:00,0.0,0,0.0,0.0
4209,25-Jun,08:00,0.0,0,0.0,0.0
4210,25-Jun,09:00,0.0,0,0.0,0.0
4211,25-Jun,10:00,0.0,0,0.0,0.0
4212,25-Jun,11:00,0.0,0,0.0,0.0
4213,25-Jun,12:00,0.0,0,0.0,0.0
4214,25-Jun,13:00,0.0,0,0.0,0.0
4215,25-Jun,14:00,0.0,0,0.0,0.0
4216,25-Jun,15:00,0.0,0,0.0,0.0
4217,25-Jun,16:00,0.0,0,0.0,0.0
4218,25-Jun,17:00,0.0,0,0.0,0.0
4219,25-Jun,18:00,0.0,0,0.0,0.0
4220,25-Jun,19:00,0.0,0,0.0,0.0
4221,25-Jun,20:00,0.0,0,0.0,0.0
4222,25-Jun,21:00,0.0,0,0.0,0.0
4223,25-Jun,22:00,0.0,0,0.0,0.0
4224,25-Jun,23:00,0.0,0,0.0,0.0
4225,26-Jun,00:00,0.0,0,0.0,0.0
4226,26-Jun,01:00,0.0,0,0.0,0.0
4227,26-Jun,02:00,0.0,0,0.0,0.0
4228,26-Jun,03:00,0.0,0,0.0,0.0
4229,26-Jun,04:00,0.0,0,0.0,0.0
4230,26-Jun,05:00,0.0,0,0.0,0.0
4231,26-Jun,06:00,0.0,0,0.0,0.0
4232,26-Jun,07:00,0.0,0,0.0,0.0
4233,26-Jun,08:00,0.0,0,0.0,0.0
4234,26-Jun,09:00,0.0,0,0.0,0.0
4235,26-Jun,10:00,0.0,0,0.0,0.0
4236,26-Jun,11:00,0.0,0,0.0,0.0
4237,26-Jun,12:00,0.0,0,0.0,0.0
4238,26-Jun,13:00,0.0,0,0.0,0.0
4239,26-Jun,14:00,0.0,0,0.0,0.0
4240,26-Jun,15:00,0.0,0,0.0,0.0
4241,26-Jun,16:00,0.0,0,0.0,0.0
4242,26-Jun,17:00,0.0,0,0.0,0.0
4243,26-Jun,18:00,0.0,0,0.0,0.0
4244,26-Jun,19:00,0.0,0,0.0,0.0
4245,26-Jun,20:00,0.0,0,0.0,0.0
4246,26-Jun,21:00,0.0,0,0.0,0.0
4247,26-Jun,22:00,0.0,0,0.0,0.0
4248,26-Jun,23:00,0.0,0,0.0,0.0
4249,27-Jun,00:00,0.0,0,0.0,0.0
4250,27-Jun,01:00,0.0,0,0.0,0.0
4251,27-Jun,02:00,0.0,0,0.0,0.0
4252,27-Jun,03:00,0.0,0,0.0,0.0
4253,27-Jun,04:00,0.0,0,0.0,0.0
4254,27-Jun,05:00,0.0,0,0.0,0.0
4255,27-Jun,06:00,0.0,0,0.0,0.0
4256,27-Jun,07:00,0.0,0,0.0,0.0
4257,27-Jun,08:00,0.0,0,0.0,0.0
4258,27-Jun,09:00,1.0,0,0.0,1.0
4259,27-Jun,10:00,0.0,0,0.0,0.0
4260,27-Jun,11:00,0.0,0,0.0,0.0
4261,27-Jun,12:00,0.0,0,0.0,0.0
4262,27-Jun,13:00,0.0,0,0.0,0.0
4263,27-Jun,14:00,0.0,0,0.0,0.0
4264,27-Jun,15:00,0.0,0,0.0,0.0
4265,27-Jun,16:00,0.0,0,0.0,0.0
4266,27-Jun,17:00,0.0,0,0.0,0.0
4267,27-Jun,18:00,0.0,0,0.0,0.0
4268,27-Jun,19:00,0.0,0,0.0,0.0
4269,27-Jun,20:00,0.0,0,0.0,0.0
4270,27-Jun,21:00,0.0,0,0.0,0.0
4271,27-Jun,22:00,0.0,0,0.0,0.0
4272,27-Jun,23:00,0.0,0,0.0,0.0
4273,28-Jun,00:00,0.0,0,0.0,0.0
4274,28-Jun,01:00,0.0,0,0.0,0.0
4275,28-Jun,02:00,0.0,0,0.0,0.0
4276,28-Jun,03:00,0.0,0,0.0,0.0
4277,28-Jun,04:00,0.0,0,0.0,0.0
4278,28-Jun,05:00,0.0,0,0.0,0.0
4279,28-Jun,06:00,0.0,0,0.0,0.0
4280,28-Jun,07:00,0.0,0,0.0,0.0
4281,28-Jun,08:00,0.0,0,0.0,0.0
4282,28-Jun,09:00,0.0,0,0.0,0.0
4283,28-Jun,10:00,0.0,0,0.0,0.0
4284,28-Jun,11:00,0.0,0,0.0,0.0
4285,28-Jun,12:00,0.0,0,0.0,0.0
4286,28-Jun,13:00,0.0,0,0.0,0.0
4287,28-Jun,14:00,0.0,0,0.0,0.0
4288,28-Jun,15:00,0.0,0,0.0,0.0
4289,28-Jun,16:00,0.0,0,0.0,0.0
4290,28-Jun,17:00,0.0,0,0.0,0.0
4291,28-Jun,18:00,0.0,0,0.0,0.0
4292,28-Jun,19:00,0.0,0,0.0,0.0
4293,28-Jun,20:00,0.0,0,0.0,0.0
4294,28-Jun,21:00,0.0,0,0.0,0.0
4295,28-Jun,22:00,0.0,0,0.0,0.0
4296,28-Jun,23:00,0.0,0,0.0,0.0
4297,29-Jun,00:00,0.0,0,0.0,0.0
4298,29-Jun,01:00,0.0,0,0.0,0.0
4299,29-Jun,02:00,0.0,0,0.0,0.0
4300,29-Jun,03:00,0.0,0,0.0,0.0
4301,29-Jun,04:00,0.0,0,0.0,0.0
4302,29-Jun,05:00,0.0,0,0.0,0.0
4303,29-Jun,06:00,0.0,0,0.0,0.0
4304,29-Jun,07:00,0.0,0,0.0,0.0
4305,29-Jun,08:00,0.0,0,0.0,0.0
4306,29-Jun,09:00,0.0,0,0.0,0.0
4307,29-Jun,10:00,0.0,0,0.0,0.0
4308,29-Jun,11:00,0.0,0,0.0,0.0
4309,29-Jun,12:00,0.0,0,0.0,0.0
4310,29-Jun,13:00,0.0,0,0.0,0.0
4311,29-Jun,14:00,0.0,0,0.0,0.0
4312,29-Jun,15:00,0.0,0,0.0,0.0
4313,29-Jun,16:00,0.0,0,0.0,0.0
4314,29-Jun,17:00,0.0,0,0.0,0.0
4315,29-Jun,18:00,0.0,0,0.0,0.0
4316,29-Jun,19:00,0.0,0,0.0,0.0
4317,29-Jun,20:00,0.0,0,0.0,0.0
4318,29-Jun,21:00,0.0,0,0.0,0.0
4319,29-Jun,22:00,0.0,0,0.0,0.0
4320,29-Jun,23:00,0.0,0,0.0,0.0
4321,30-Jun,00:00,0.0,0,0.0,0.0
4322,30-Jun,01:00,0.0,0,0.0,0.0
4323,30-Jun,02:00,0.0,0,0.0,0.0
4324,30-Jun,03:00,0.0,0,0.0,0.0
4325,30-Jun,04:00,0.0,0,0.0,0.0
4326,30-Jun,05:00,0.0,0,0.0,0.0
4327,30-Jun,06:00,0.0,0,0.0,0.0
4328,30-Jun,07:00,0.0,0,0.0,0.0
4329,30-Jun,08:00,0.0,0,0.0,0.0
4330,30-Jun,09:00,0.0,0,0.0,0.0
4331,30-Jun,10:00,0.0,0,0.0,0.0
4332,30-Jun,11:00,0.0,0,0.0,0.0
4333,30-Jun,12:00,0.0,0,0.0,0.0
4334,30-Jun,13:00,0.0,0,0.0,0.0
4335,30-Jun,14:00,0.0,0,0.0,0.0
4336,30-Jun,15:00,0.0,0,0.0,0.0
4337,30-Jun,16:00,0.0,0,0.0,0.0
4338,30-Jun,17:00,0.0,0,0.0,0.0
4339,30-Jun,18:00,0.0,0,0.0,0.0
4340,30-Jun,19:00,0.0,0,0.0,0.0
4341,30-Jun,20:00,0.0,0,0.0,0.0
4342,30-Jun,21:00,0.0,0,0.0,0.0
4343,30-Jun,22:00,0.0,0,0.0,0.0
4344,30-Jun,23:00,0.0,0,0.0,0.0
4345,01-Jul,00:00,0.0,0,0.0,0.0
4346,01-Jul,01:00,0.0,0,0.0,0.0
4347,01-Jul,02:00,0.0,0,0.0,0.0
4348,01-Jul,03:00,0.0,0,0.0,0.0
4349,01-Jul,04:00,0.0,0,0.0,0.0
4350,01-Jul,05:00,0.0,0,0.0,0.0
4351,01-Jul,06:00,0.0,0,0.0,0.0
4352,01-Jul,07:00,0.0,0,0.0,0.0
4353,01-Jul,08:00,0.0,0,0.0,0.0
4354,01-Jul,09:00,1.0,0,0.0,1.0
4355,01-Jul,10:00,0.0,0,0.0,0.0
4356,01-Jul,11:00,0.0,0,0.0,0.0
4357,01-Jul,12:00,0.0,0,0.0,0.0
4358,01-Jul,13:00,0.0,0,0.0,0.0
4359,01-Jul,14:00,1.0,0,0.0,1.0
4360,01-Jul,15:00,0.0,0,0.0,0.0
4361,01-Jul,16:00,0.0,0,0.0,0.0
4362,01-Jul,17:00,0.0,0,0.0,0.0
4363,01-Jul,18:00,0.0,0,0.0,0.0
4364,01-Jul,19:00,0.0,0,0.0,0.0
4365,01-Jul,20:00,0.0,0,0.0,0.0
4366,01-Jul,21:00,0.0,0,0.0,0.0
4367,01-Jul,22:00,0.0,0,0.0,0.0
4368,01-Jul,23:00,0.0,0,0.0,0.0
4369,02-Jul,00:00,0.0,0,0.0,0.0
4370,02-Jul,01:00,0.0,0,0.0,0.0
4371,02-Jul,02:00,0.0,0,0.0,0.0
4372,02-Jul,03:00,0.0,0,0.0,0.0
4373,02-Jul,04:00,0.0,0,0.0,0.0
4374,02-Jul,05:00,0.0,0,0.0,0.0
4375,02-Jul,06:00,0.0,0,0.0,0.0
4376,02-Jul,07:00,0.0,0,0.0,0.0
4377,02-Jul,08:00,1.0,0,0.0,1.0
4378,02-Jul,09:00,0.0,0,0.0,0.0
4379,02-Jul,10:00,0.0,0,0.0,0.0
4380,02-Jul,11:00,0.0,0,0.0,0.0
4381,02-Jul,12:00,0.0,0,0.0,0.0
4382,02-Jul,13:00,0.0,0,0.0,0.0
4383,02-Jul,14:00,0.0,0,0.0,0.0
4384,02-Jul,15:00,0.0,0,0.0,0.0
4385,02-Jul,16:00,0.0,0,0.0,0.0
4386,02-Jul,17:00,0.0,0,0.0,0.0
4387,02-Jul,18:00,0.0,0,0.0,0.0
4388,02-Jul,19:00,0.0,0,0.0,0.0
4389,02-Jul,20:00,0.0,0,0.0,0.0
4390,02-Jul,21:00,0.0,0,0.0,0.0
4391,02-Jul,22:00,0.0,0,0.0,0.0
4392,02-Jul,23:00,0.0,0,0.0,0.0
4393,03-Jul,00:00,0.0,0,0.0,0.0
4394,03-Jul,01:00,0.0,0,0.0,0.0
4395,03-Jul,02:00,0.0,0,0.0,0.0
4396,03-Jul,03:00,0.0,0,0.0,0.0
4397,03-Jul,04:00,0.0,0,0.0,0.0
4398,03-Jul,05:00,0.0,0,0.0,0.0
4399,03-Jul,06:00,0.0,0,0.0,0.0
4400,03-Jul,07:00,0.0,0,0.0,0.0
4401,03-Jul,08:00,0.0,0,0.0,0.0
4402,03-Jul,09:00,0.0,0,0.0,0.0
4403,03-Jul,10:00,0.0,0,0.0,0.0
4404,03-Jul,11:00,0.0,0,0.0,0.0
4405,03-Jul,12:00,0.0,0,0.0,0.0
4406,03-Jul,13:00,0.0,0,0.0,0.0
4407,03-Jul,14:00,0.0,0,0.0,0.0
4408,03-Jul,15:00,0.0,0,0.0,0.0
4409,03-Jul,16:00,0.0,0,0.0,0.0
4410,03-Jul,17:00,0.0,0,0.0,0.0
4411,03-Jul,18:00,0.0,0,0.0,0.0
4412,03-Jul,19:00,0.0,0,0.0,0.0
4413,03-Jul,20:00,0.0,0,0.0,0.0
4414,03-Jul,21:00,0.0,0,0.0,0.0
4415,03-Jul,22:00,0.0,0,0.0,0.0
4416,03-Jul,23:00,0.0,0,0.0,0.0
4417,04-Jul,00:00,0.0,0,0.0,0.0
4418,04-Jul,01:00,0.0,0,0.0,0.0
4419,04-Jul,02:00,0.0,0,0.0,0.0
4420,04-Jul,03:00,0.0,0,0.0,0.0
4421,04-Jul,04:00,0.0,0,0.0,0.0
4422,04-Jul,05:00,0.0,0,0.0,0.0
4423,04-Jul,06:00,0.0,0,0.0,0.0
4424,04-Jul,07:00,0.0,0,0.0,0.0
4425,04-Jul,08:00,0.0,0,0.0,0.0
4426,04-Jul,09:00,0.0,0,0.0,0.0
4427,04-Jul,10:00,0.0,0,0.0,0.0
4428,04-Jul,11:00,0.0,0,0.0,0.0
4429,04-Jul,12:00,0.0,0,0.0,0.0
4430,04-Jul,13:00,0.0,0,0.0,0.0
4431,04-Jul,14:00,0.0,0,0.0,0.0
4432,04-Jul,15:00,0.0,0,0.0,0.0
4433,04-Jul,16:00,0.0,0,0.0,0.0
4434,04-Jul,17:00,0.0,0,0.0,0.0
4435,04-Jul,18:00,0.0,0,0.0,0.0
4436,04-Jul,19:00,0.0,0,0.0,0.0
4437,04-Jul,20:00,0.0,0,0.0,0.0
4438,04-Jul,21:00,0.0,0,0.0,0.0
4439,04-Jul,22:00,0.0,0,0.0,0.0
4440,04-Jul,23:00,0.0,0,0.0,0.0
4441,05-Jul,00:00,0.0,0,0.0,0.0
4442,05-Jul,01:00,0.0,0,0.0,0.0
4443,05-Jul,02:00,0.0,0,0.0,0.0
4444,05-Jul,03:00,0.0,0,0.0,0.0
4445,05-Jul,04:00,0.0,0,0.0,0.0
4446,05-Jul,05:00,0.0,0,0.0,0.0
4447,05-Jul,06:00,0.0,0,0.0,0.0
4448,05-Jul,07:00,0.0,0,0.0,0.0
4449,05-Jul,08:00,0.0,0,0.0,0.0
4450,05-Jul,09:00,0.0,0,0.0,0.0
4451,05-Jul,10:00,0.0,0,0.0,0.0
4452,05-Jul,11:00,0.0,0,0.0,0.0
4453,05-Jul,12:00,0.0,0,0.0,0.0
4454,05-Jul,13:00,0.0,0,0.0,0.0
4455,05-Jul,14:00,0.0,0,0.0,0.0
4456,05-Jul,15:00,0.0,0,0.0,0.0
4457,05-Jul,16:00,0.0,0,0.0,0.0
4458,05-Jul,17:00,0.0,0,0.0,0.0
4459,05-Jul,18:00,0.0,0,0.0,0.0
4460,05-Jul,19:00,0.0,0,0.0,0.0
4461,05-Jul,20:00,0.0,0,0.0,0.0
4462,05-Jul,21:00,0.0,0,0.0,0.0
4463,05-Jul,22:00,0.0,0,0.0,0.0
4464,05-Jul,23:00,0.0,0,0.0,0.0
4465,06-Jul,00:00,0.0,0,0.0,0.0
4466,06-Jul,01:00,0.0,0,0.0,0.0
4467,06-Jul,02:00,0.0,0,0.0,0.0
4468,06-Jul,03:00,0.0,0,0.0,0.0
4469,06-Jul,04:00,0.0,0,0.0,0.0
4470,06-Jul,05:00,0.0,0,0.0,0.0
4471,06-Jul,06:00,0.0,0,0.0,0.0
4472,06-Jul,07:00,0.0,0,0.0,0.0
4473,06-Jul,08:00,0.0,0,0.0,0.0
4474,06-Jul,09:00,0.0,0,0.0,0.0
4475,06-Jul,10:00,0.0,0,0.0,0.0
4476,06-Jul,11:00,0.0,0,0.0,0.0
4477,06-Jul,12:00,0.0,0,0.0,0.0
4478,06-Jul,13:00,0.0,0,0.0,0.0
4479,06-Jul,14:00,0.0,0,0.0,0.0
4480,06-Jul,15:00,0.0,0,0.0,0.0
4481,06-Jul,16:00,0.0,0,0.0,0.0
4482,06-Jul,17:00,0.0,0,0.0,0.0
4483,06-Jul,18:00,0.0,0,0.0,0.0
4484,06-Jul,19:00,0.0,0,0.0,0.0
4485,06-Jul,20:00,0.0,0,0.0,0.0
4486,06-Jul,21:00,0.0,0,0.0,0.0
4487,06-Jul,22:00,0.0,0,0.0,0.0
4488,06-Jul,23:00,0.0,0,0.0,0.0
4489,07-Jul,00:00,0.0,0,0.0,0.0
4490,07-Jul,01:00,0.0,0,0.0,0.0
4491,07-Jul,02:00,0.0,0,0.0,0.0
4492,07-Jul,03:00,0.0,0,0.0,0.0
4493,07-Jul,04:00,0.0,0,0.0,0.0
4494,07-Jul,05:00,0.0,0,0.0,0.0
4495,07-Jul,06:00,0.0,0,0.0,0.0
4496,07-Jul,07:00,0.0,0,0.0,0.0
4497,07-Jul,08:00,0.0,0,0.0,0.0
4498,07-Jul,09:00,0.0,0,0.0,0.0
4499,07-Jul,10:00,0.0,0,0.0,0.0
4500,07-Jul,11:00,0.0,0,0.0,0.0
4501,07-Jul,12:00,0.0,0,0.0,0.0
4502,07-Jul,13:00,0.0,0,0.0,0.0
4503,07-Jul,14:00,0.0,0,0.0,0.0
4504,07-Jul,15:00,0.0,0,0.0,0.0
4505,07-Jul,16:00,0.0,0,0.0,0.0
4506,07-Jul,17:00,0.0,0,0.0,0.0
4507,07-Jul,18:00,0.0,0,0.0,0.0
4508,07-Jul,19:00,0.0,0,0.0,0.0
4509,07-Jul,20:00,0.0,0,0.0,0.0
4510,07-Jul,21:00,0.0,0,0.0,0.0
4511,07-Jul,22:00,0.0,0,0.0,0.0
4512,07-Jul,23:00,0.0,0,0.0,0.0
4513,08-Jul,00:00,0.0,0,0.0,0.0
4514,08-Jul,01:00,0.0,0,0.0,0.0
4515,08-Jul,02:00,0.0,0,0.0,0.0
4516,08-Jul,03:00,0.0,0,0.0,0.0
4517,08-Jul,04:00,0.0,0,0.0,0.0
4518,08-Jul,05:00,0.0,0,0.0,0.0
4519,08-Jul,06:00,0.0,0,0.0,0.0
4520,08-Jul,07:00,0.0,0,0.0,0.0
4521,08-Jul,08:00,0.0,0,0.0,0.0
4522,08-Jul,09:00,0.0,0,0.0,0.0
4523,08-Jul,10:00,0.0,0,0.0,0.0
4524,08-Jul,11:00,0.0,0,0.0,0.0
4525,08-Jul,12:00,0.0,0,0.0,0.0
4526,08-Jul,13:00,0.0,0,0.0,0.0
4527,08-Jul,14:00,0.0,0,0.0,0.0
4528,08-Jul,15:00,0.0,0,0.0,0.0
4529,08-Jul,16:00,0.0,0,0.0,0.0
4530,08-Jul,17:00,0.0,0,0.0,0.0
4531,08-Jul,18:00,0.0,0,0.0,0.0
4532,08-Jul,19:00,0.0,0,0.0,0.0
4533,08-Jul,20:00,0.0,0,0.0,0.0
4534,08-Jul,21:00,0.0,0,0.0,0.0
4535,08-Jul,22:00,0.0,0,0.0,0.0
4536,08-Jul,23:00,0.0,0,0.0,0.0
4537,09-Jul,00:00,0.0,0,0.0,0.0
4538,09-Jul,01:00,0.0,0,0.0,0.0
4539,09-Jul,02:00,0.0,0,0.0,0.0
4540,09-Jul,03:00,0.0,0,0.0,0.0
4541,09-Jul,04:00,0.0,0,0.0,0.0
4542,09-Jul,05:00,0.0,0,0.0,0.0
4543,09-Jul,06:00,0.0,0,0.0,0.0
4544,09-Jul,07:00,0.0,0,0.0,0.0
4545,09-Jul,08:00,0.0,0,0.0,0.0
4546,09-Jul,09:00,0.0,0,0.0,0.0
4547,09-Jul,10:00,0.0,0,0.0,0.0
4548,09-Jul,11:00,0.0,0,0.0,0.0
4549,09-Jul,12:00,0.0,0,0.0,0.0
4550,09-Jul,13:00,0.0,0,0.0,0.0
4551,09-Jul,14:00,0.0,0,0.0,0.0
4552,09-Jul,15:00,0.0,0,0.0,0.0
4553,09-Jul,16:00,0.0,0,0.0,0.0
4554,09-Jul,17:00,0.0,0,0.0,0.0
4555,09-Jul,18:00,0.0,0,0.0,0.0
4556,09-Jul,19:00,0.0,0,0.0,0.0
4557,09-Jul,20:00,0.0,0,0.0,0.0
4558,09-Jul,21:00,0.0,0,0.0,0.0
4559,09-Jul,22:00,0.0,0,0.0,0.0
4560,09-Jul,23:00,0.0,0,0.0,0.0
4561,10-Jul,00:00,0.0,0,0.0,0.0
4562,10-Jul,01:00,0.0,0,0.0,0.0
4563,10-Jul,02:00,0.0,0,0.0,0.0
4564,10-Jul,03:00,0.0,0,0.0,0.0
4565,10-Jul,04:00,0.0,0,0.0,0.0
4566,10-Jul,05:00,0.0,0,0.0,0.0
4567,10-Jul,06:00,0.0,0,0.0,0.0
4568,10-Jul,07:00,0.0,0,0.0,0.0
4569,10-Jul,08:00,0.0,0,0.0,0.0
4570,10-Jul,09:00,0.0,0,0.0,0.0
4571,10-Jul,10:00,0.0,0,0.0,0.0
4572,10-Jul,11:00,0.0,0,0.0,0.0
4573,10-Jul,12:00,0.0,0,0.0,0.0
4574,10-Jul,13:00,0.0,0,0.0,0.0
4575,10-Jul,14:00,0.0,0,0.0,0.0
4576,10-Jul,15:00,0.0,0,0.0,0.0
4577,10-Jul,16:00,0.0,0,0.0,0.0
4578,10-Jul,17:00,0.0,0,0.0,0.0
4579,10-Jul,18:00,0.0,0,0.0,0.0
4580,10-Jul,19:00,0.0,0,0.0,0.0
4581,10-Jul,20:00,0.0,0,0.0,0.0
4582,10-Jul,21:00,0.0,0,0.0,0.0
4583,10-Jul,22:00,0.0,0,0.0,0.0
4584,10-Jul,23:00,0.0,0,0.0,0.0
4585,11-Jul,00:00,0.0,0,0.0,0.0
4586,11-Jul,01:00,0.0,0,0.0,0.0
