00:00:00,00:30:00,01:00:00,01:30:00,02:00:00,02:30:00,03:00:00,03:30:00,04:00:00,04:30:00,05:00:00,05:30:00,06:00:00,06:30:00,07:00:00,07:30:00,08:00:00,08:30:00,09:00:00,09:30:00,10:00:00,10:30:00,11:00:00,11:30:00,12:00:00,12:30:00,13:00:00,13:30:00,14:00:00,14:30:00,15:00:00,15:30:00,16:00:00,16:30:00,17:00:00,17:30:00,18:00:00,18:30:00,19:00:00,19:30:00,20:00:00,20:30:00,21:00:00,21:30:00,22:00:00,22:30:00,23:00:00,23:30:00
0.028819938006729186,0.02417169529549542,0.029730349951796818,0.03546868027265395,0.037542920839208314,0.03678587886686376,0.034865217187886016,0.03295879610928985,0.03028526583708624,0.0255734740520352,0.018203483747739068,0.010160219169169432,0.008164389672141899,0.01724530832895334,-0.00173752011186524,-0.01952526825688975,-0.022119323929392882,-0.016594775926975235,-0.013808512604538456,-0.022430141533423504,-0.030823418691493465,-0.027625926516381228,-0.024223941123273786,-0.031222109727185518,-0.032125086779496104,-0.02834087862200968,-0.02460576291296309,-0.024774474127380895,-0.025837836920138926,-0.010716560504192004,-0.0004091857444820773,0.003673658721940116,0.0030097802858929097,-0.0023509931254779397,-0.011525471262759377,-0.020297014587469138,-0.023615621238857645,-0.0194709440451837,-0.018011254590739545,-0.022185113769746388,-0.010743122832476417,-0.00599497834444204,0.0010104452896229205,0.012065376648128312,0.021436216273520034,0.022742373486121,0.015080116150966417,0.01945314631194067
