00:00:00,00:30:00,01:00:00,01:30:00,02:00:00,02:30:00,03:00:00,03:30:00,04:00:00,04:30:00,05:00:00,05:30:00,06:00:00,06:30:00,07:00:00,07:30:00,08:00:00,08:30:00,09:00:00,09:30:00,10:00:00,10:30:00,11:00:00,11:30:00,12:00:00,12:30:00,13:00:00,13:30:00,14:00:00,14:30:00,15:00:00,15:30:00,16:00:00,16:30:00,17:00:00,17:30:00,18:00:00,18:30:00,19:00:00,19:30:00,20:00:00,20:30:00,21:00:00,21:30:00,22:00:00,22:30:00,23:00:00,23:30:00
0.008173389846664667,0.013987914206392206,0.017181280725631853,0.018352612877796697,0.018101034136299828,0.017025667974554355,0.01572563786597336,0.01480006728396993,0.014848079701957171,0.016468798593348176,0.020261347431556033,0.02682484968999384,0.03675842884207469,-0.0010878622338311786,-0.22053226640100096,-0.40975729839139163,-0.5577187183918848,-0.45486999754716284,-0.005224230332319349,0.29292202073610585,0.38664305919420133,0.38139765072818693,0.36485699300285424,0.3535420115972842,0.34618606406912955,0.34177957144891247,0.3403412086586321,0.3421467140931567,0.3474718261473549,0.3565922832160949,0.3697838236942452,0.33098902411021,-0.041182186473461946,-0.7555557874706471,-0.9092053207618889,-0.7614882651784192,-0.5080513601249445,-0.2983461181168767,-0.15700650498525284,-0.07018381498679307,-0.024029342378217126,-0.004694381416244796,0.001669773642404098,0.006438240520170043,0.011091784856134771,0.014637584268540327,0.016082816375628743,0.014434658795642074
