00:00:00,00:30:00,01:00:00,01:30:00,02:00:00,02:30:00,03:00:00,03:30:00,04:00:00,04:30:00,05:00:00,05:30:00,06:00:00,06:30:00,07:00:00,07:30:00,08:00:00,08:30:00,09:00:00,09:30:00,10:00:00,10:30:00,11:00:00,11:30:00,12:00:00,12:30:00,13:00:00,13:30:00,14:00:00,14:30:00,15:00:00,15:30:00,16:00:00,16:30:00,17:00:00,17:30:00,18:00:00,18:30:00,19:00:00,19:30:00,20:00:00,20:30:00,21:00:00,21:30:00,22:00:00,22:30:00,23:00:00,23:30:00
-2.233086794970516,-1.6913397924892681,-1.199284514849167,-0.7551198240729514,-0.35704458218335616,-0.003257651203118504,0.30804210684502403,0.5786558299383361,0.8103846560540798,1.0050297231695196,1.164392169261917,1.290273132308537,1.3844737502866424,1.4487951611734968,1.4850385029463629,1.4950049135825034,1.4804955310591825,1.443311493353664,1.3852539384432108,1.3081240043050852,1.2137228289165514,1.1038515502548727,0.9803113062973121,0.8449032350211336,0.6994284744036,0.5456881624219743,0.3854834370535196,0.2206154362754998,0.05288529806517822,-0.11590583960018247,-0.28395683874331806,-0.44946656138696595,-0.6106338695538625,-0.7656576252667445,-0.9127366905483485,-1.0500699274214116,-1.1758561979086704,-1.2882943640328617,-1.3855832878167216,-1.4659218312829876,-1.527508856454396,-1.5685432253536828,-1.5872238000035863,-1.5817494424268421,-1.5503190146461874,-1.4911313786843579,-1.4023853965640916,-1.2822799303081247
